tutanak_id,donem,yasama_yili,butce_yili,tarih,tarih_raw,baslik,kaynak_url
28,24,4,2014,2013-11-20,20/11/2013,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=4
29,24,4,2014,2013-11-21,21/11/2013,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=4
30,24,4,2014,2013-11-22,22/11/2013,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=4
947,24,5,2015,2014-10-23,23/10/2014,"2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI VE SAYIŞTAY TEZKERELERİNİN GÖRÜŞÜLME USUL VE ESASLARINA İLİŞKİN USUL HAKKINDA GÖRÜŞMELER
                                                2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI
                                                YÜKSEKÖĞRETİM PERSONEL KANUNUNDA DEĞİŞİKLİK YAPILMASINA DAİR KANUN TASARISI",https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
952,24,5,2015,2014-11-03,03/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
951,24,5,2015,2014-11-04,04/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
958,24,5,2015,2014-11-05,05/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
960,24,5,2015,2014-11-06,06/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
959,24,5,2015,2014-11-07,07/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
962,24,5,2015,2014-11-11,11/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
963,24,5,2015,2014-11-12,12/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
971,24,5,2015,2014-11-13,13/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
969,24,5,2015,2014-11-14,14/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
973,24,5,2015,2014-11-17,17/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
980,24,5,2015,2014-11-18,18/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
981,24,5,2015,2014-11-19,19/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
982,24,5,2015,2014-11-20,20/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
1034,24,5,2015,2014-11-21,21/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
1079,24,5,2015,2014-11-24,24/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
1098,24,5,2015,2014-11-25,25/11/2014,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),https://www.tbmm.gov.tr/Tutanaklar/KomisyonTutanaklariDonemTutanaklari?Kodu=17&DonemKodu=24&YasamaYili=5
