tutanak_id,kaynak,donem,yasama_yili,butce_yili,tarih,baslik,tip,yerel_pdf_yol,yerel_txt_yol,indir_durum,parse_durum,sayfa_sayisi,kelime_sayisi,kalite_skoru,sure_sn,hata_mesaji
1094,owa,24,3,2013,2012-11-22,2013 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2011 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20121122_1094_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20121122_1094_owa.txt,ok,ok,107,76499,9.3,2.1399999999999864,NA
1095,owa,24,3,2013,2012-11-26,2013 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2011 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20121126_1095_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20121126_1095_owa.txt,ok,ok,94,60203,9.2,2.1500000000000057,NA
43,owa,24,4,2014,2013-10-22,MALİYE BAKANININ BÜTÇE VE KESİNHESAP KANUNU TASARILARINI KOMİSYONA SUNUŞU,sunum,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131022_43_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131022_43_owa.txt,ok,ok,30,19301,9.2,1.8300000000000125,NA
31,owa,24,4,2014,2013-10-24,BÜTÇE VE KESİNHESAP KANUNU TASARILARININ GENELİ İLE SAYIŞTAY TEZKERELERİ ÜZERİNE GÖRÜŞMELER,genel,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131024_31_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131024_31_owa.txt,ok,ok,114,78322,9.2,2.0800000000000125,NA
1038,owa,24,4,2014,2013-11-04,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131104_1038_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131104_1038_owa.txt,ok,ok,142,93305,9.2,2.1200000000000045,NA
20,owa,24,4,2014,2013-11-05,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131105_20_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131105_20_owa.txt,ok,ok,121,78506,9.2,2.1999999999999886,NA
21,owa,24,4,2014,2013-11-06,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131106_21_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131106_21_owa.txt,ok,ok,111,75742,9.2,2.2000000000000455,NA
22,owa,24,4,2014,2013-11-07,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131107_22_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131107_22_owa.txt,ok,ok,93,63057,9.2,2.099999999999966,NA
23,owa,24,4,2014,2013-11-11,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131111_23_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131111_23_owa.txt,ok,ok,121,82218,9.2,2.079999999999984,NA
24,owa,24,4,2014,2013-11-12,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131112_24_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131112_24_owa.txt,ok,ok,93,60297,9.2,2.019999999999982,NA
190,owa,24,4,2014,2013-11-13,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131113_190_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131113_190_owa.txt,ok,ok,117,82694,9.3,2.170000000000016,NA
842,owa,24,4,2014,2013-11-14,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131114_842_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131114_842_owa.txt,ok,ok,115,80122,9.2,2.180000000000007,NA
25,owa,24,4,2014,2013-11-15,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131115_25_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131115_25_owa.txt,ok,ok,108,80404,9.2,2.099999999999966,NA
26,owa,24,4,2014,2013-11-18,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131118_26_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131118_26_owa.txt,ok,ok,114,85068,9.2,2.1100000000000136,NA
27,owa,24,4,2014,2013-11-19,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131119_27_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131119_27_owa.txt,ok,ok,104,76664,9.2,2.170000000000016,NA
28,owa,24,4,2014,2013-11-20,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131120_28_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131120_28_owa.txt,ok,ok,103,79449,9.3,2.0499999999999545,NA
29,owa,24,4,2014,2013-11-21,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131121_29_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131121_29_owa.txt,ok,ok,91,68880,9.3,2.1100000000000136,NA
30,owa,24,4,2014,2013-11-22,2014 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2012 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI,gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20131122_30_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20131122_30_owa.txt,ok,ok,97,67703,9.1,2.159999999999968,NA
947,owa,24,5,2015,2014-10-23,"2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI VE SAYIŞTAY TEZKERELERİNİN GÖRÜŞÜLME USUL VE ESASLARINA İLİŞKİN USUL HAKKINDA GÖRÜŞMELER
                                                2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI
                                                YÜKSEKÖĞRETİM PERSONEL KANUNUNDA DEĞİŞİKLİK YAPILMASINA DAİR KANUN TASARISI",gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141023_947_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141023_947_owa.txt,ok,ok,52,32961,9.2,1.8400000000000318,NA
952,owa,24,5,2015,2014-11-03,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141103_952_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141103_952_owa.txt,ok,ok,128,88975,9.2,2.2600000000000477,NA
951,owa,24,5,2015,2014-11-04,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141104_951_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141104_951_owa.txt,ok,ok,101,64280,9.2,2.0200000000000387,NA
958,owa,24,5,2015,2014-11-05,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141105_958_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141105_958_owa.txt,ok,ok,156,85823,9.2,2.079999999999984,NA
960,owa,24,5,2015,2014-11-06,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141106_960_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141106_960_owa.txt,ok,ok,106,81708,9.3,2.140000000000043,NA
959,owa,24,5,2015,2014-11-07,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141107_959_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141107_959_owa.txt,ok,ok,49,37896,9.3,1.8700000000000045,NA
962,owa,24,5,2015,2014-11-11,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141111_962_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141111_962_owa.txt,ok,ok,121,93184,9.2,2.159999999999968,NA
963,owa,24,5,2015,2014-11-12,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141112_963_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141112_963_owa.txt,ok,ok,94,74623,9.3,2.2299999999999613,NA
971,owa,24,5,2015,2014-11-13,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141113_971_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141113_971_owa.txt,ok,ok,105,78569,9.2,2.2199999999999704,NA
969,owa,24,5,2015,2014-11-14,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141114_969_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141114_969_owa.txt,ok,ok,56,41553,9.2,1.8899999999999864,NA
973,owa,24,5,2015,2014-11-17,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141117_973_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141117_973_owa.txt,ok,ok,110,79460,9.2,2.1299999999999955,NA
980,owa,24,5,2015,2014-11-18,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141118_980_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141118_980_owa.txt,ok,ok,116,89043,9.3,2.2700000000000387,NA
981,owa,24,5,2015,2014-11-19,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141119_981_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141119_981_owa.txt,ok,ok,115,88302,9.2,2.160000000000025,NA
982,owa,24,5,2015,2014-11-20,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141120_982_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141120_982_owa.txt,ok,ok,99,77311,9.3,2.1399999999999864,NA
1034,owa,24,5,2015,2014-11-21,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141121_1034_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141121_1034_owa.txt,ok,ok,66,50448,9.2,2.0500000000000114,NA
1079,owa,24,5,2015,2014-11-24,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141124_1079_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141124_1079_owa.txt,ok,ok,84,64019,9.3,2.170000000000016,NA
1098,owa,24,5,2015,2014-11-25,2015 YILI MERKEZİ YÖNETİM BÜTÇE KANUNU TASARISI İLE 2013 YILI MERKEZİ YÖNETİM KESİNHESAP KANUNU TASARISI (DEVAM),gorusme,D:/tbmm-butce-soylem/data/raw/pdf/owa/20141125_1098_owa.pdf,D:/tbmm-butce-soylem/data/raw/txt/owa/20141125_1098_owa.txt,atla,atla,NA,62570,9.2,NA,NA
