link_metni,pdf_url_ham,pdf_url,gorusme_tarihi,tip,butce_yili,dosya_adi,yerel_pdf_yol,yerel_txt_yol,kaynak
19 Kasım 2018 Tarihli Görüşme,/wp-content/uploads/2020/02/19-Kasim-2018_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/19-Kasim-2018_PBK_Gorusmeler.pdf,2018-11-19,gorusme,2019,20181119_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20181119_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20181119_gorusme_sbb_001.txt,sbb
20 Kasım 2018 Tarihli Görüşme,/wp-content/uploads/2020/02/20-Kasim-2018_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/20-Kasim-2018_PBK_Gorusmeler.pdf,2018-11-20,gorusme,2019,20181120_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20181120_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20181120_gorusme_sbb_001.txt,sbb
21 Kasım 2018 Tarihli Görüşme,/wp-content/uploads/2020/02/21-Kasim-2018_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/21-Kasim-2018_PBK_Gorusmeler.pdf,2018-11-21,gorusme,2019,20181121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20181121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20181121_gorusme_sbb_001.txt,sbb
22 Kasım 2018 Tarihli Görüşme,/wp-content/uploads/2020/02/22-Kasim-2017_PBK_GenelGorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/22-Kasim-2017_PBK_GenelGorusmeler.pdf,2018-11-22,gorusme,2019,20181122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20181122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20181122_gorusme_sbb_001.txt,sbb
24 Ekim 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/24-Ekim-2017_ButceAcilisSunum.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/24-Ekim-2017_ButceAcilisSunum.pdf,2017-10-24,gorusme,2018,20171024_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171024_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171024_gorusme_sbb_001.txt,sbb
30 Ekim 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/30-Ekim-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/30-Ekim-2017_PBK_Gorusmeler.pdf,2017-10-30,gorusme,2018,20171030_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171030_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171030_gorusme_sbb_001.txt,sbb
1 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/01-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/01-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-01,gorusme,2018,20171101_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171101_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171101_gorusme_sbb_001.txt,sbb
2 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/02-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/02-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-02,gorusme,2018,20171102_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171102_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171102_gorusme_sbb_001.txt,sbb
3 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/03-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/03-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-03,gorusme,2018,20171103_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171103_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171103_gorusme_sbb_001.txt,sbb
6 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/06-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/06-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-06,gorusme,2018,20171106_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171106_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171106_gorusme_sbb_001.txt,sbb
7 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/07-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/07-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-07,gorusme,2018,20171107_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171107_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171107_gorusme_sbb_001.txt,sbb
8 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/08-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/08-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-08,gorusme,2018,20171108_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171108_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171108_gorusme_sbb_001.txt,sbb
9 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/09-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/09-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-09,gorusme,2018,20171109_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171109_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171109_gorusme_sbb_001.txt,sbb
10 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/10-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/10-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-10,gorusme,2018,20171110_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171110_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171110_gorusme_sbb_001.txt,sbb
13 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/13-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/13-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-13,gorusme,2018,20171113_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171113_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171113_gorusme_sbb_001.txt,sbb
14 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/14-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/14-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-14,gorusme,2018,20171114_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171114_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171114_gorusme_sbb_001.txt,sbb
15 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/15-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/15-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-15,gorusme,2018,20171115_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171115_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171115_gorusme_sbb_001.txt,sbb
16 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/16-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/16-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-16,gorusme,2018,20171116_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171116_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171116_gorusme_sbb_001.txt,sbb
17 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/17-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/17-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-17,gorusme,2018,20171117_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171117_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171117_gorusme_sbb_001.txt,sbb
20 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/20-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/20-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-20,gorusme,2018,20171120_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171120_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171120_gorusme_sbb_001.txt,sbb
21 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/21-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/21-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-21,gorusme,2018,20171121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171121_gorusme_sbb_001.txt,sbb
22 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/22-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/22-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-22,gorusme,2018,20171122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171122_gorusme_sbb_001.txt,sbb
23 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/23-Kasım-2017_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/23-Kas%C4%B1m-2017_PBK_Gorusmeler.pdf,2017-11-23,gorusme,2018,20171123_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171123_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171123_gorusme_sbb_001.txt,sbb
24 Kasım 2017 Tarihli Görüşme,/wp-content/uploads/2020/02/24-Kasım-2017_PBK_GenelGorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/24-Kas%C4%B1m-2017_PBK_GenelGorusmeler.pdf,2017-11-24,gorusme,2018,20171124_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20171124_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20171124_gorusme_sbb_001.txt,sbb
25 Ekim 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/25-Ekim-2016_ButceAcilisSunum.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/25-Ekim-2016_ButceAcilisSunum.pdf,2016-10-25,gorusme,2017,20161025_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161025_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161025_gorusme_sbb_001.txt,sbb
2 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/02-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/02-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-02,gorusme,2017,20161102_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161102_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161102_gorusme_sbb_001.txt,sbb
3 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/03-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/03-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-03,gorusme,2017,20161103_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161103_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161103_gorusme_sbb_001.txt,sbb
7 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/07-Kasım2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/07-Kas%C4%B1m2016_PBK_Gorusmeler.pdf,2016-11-07,gorusme,2017,20161107_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161107_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161107_gorusme_sbb_001.txt,sbb
8 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/08-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/08-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-08,gorusme,2017,20161108_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161108_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161108_gorusme_sbb_001.txt,sbb
9 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/09-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/09-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-09,gorusme,2017,20161109_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161109_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161109_gorusme_sbb_001.txt,sbb
10 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/10-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/10-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-10,gorusme,2017,20161110_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161110_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161110_gorusme_sbb_001.txt,sbb
11 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/11-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/11-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-11,gorusme,2017,20161111_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161111_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161111_gorusme_sbb_001.txt,sbb
14 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/14-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/14-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-14,gorusme,2017,20161114_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161114_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161114_gorusme_sbb_001.txt,sbb
15 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/15-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/15-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-15,gorusme,2017,20161115_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161115_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161115_gorusme_sbb_001.txt,sbb
16 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/16-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/16-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-16,gorusme,2017,20161116_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161116_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161116_gorusme_sbb_001.txt,sbb
17 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/17-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/17-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-17,gorusme,2017,20161117_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161117_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161117_gorusme_sbb_001.txt,sbb
18 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/18-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/18-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-18,gorusme,2017,20161118_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161118_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161118_gorusme_sbb_001.txt,sbb
21 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/21-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/21-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-21,gorusme,2017,20161121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161121_gorusme_sbb_001.txt,sbb
22 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/22-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/22-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-22,gorusme,2017,20161122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161122_gorusme_sbb_001.txt,sbb
23 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/23-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/23-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-23,gorusme,2017,20161123_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161123_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161123_gorusme_sbb_001.txt,sbb
24 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/24-Kasım-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/24-Kas%C4%B1m-2016_PBK_Gorusmeler.pdf,2016-11-24,gorusme,2017,20161124_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161124_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161124_gorusme_sbb_001.txt,sbb
25 Kasım 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/25-Kasım-2016_PBK_GenelGorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/25-Kas%C4%B1m-2016_PBK_GenelGorusmeler.pdf,2016-11-25,gorusme,2017,20161125_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20161125_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20161125_gorusme_sbb_001.txt,sbb
20 Ocak 2016 Tarihli Görüşme (Bütçe Sunumu),/wp-content/uploads/2020/02/20-Ocak-2016_ButceAcilisSunum.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/20-Ocak-2016_ButceAcilisSunum.pdf,2016-01-20,sunum,2016,20160120_sunum_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160120_sunum_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160120_sunum_sbb_001.txt,sbb
25 Ocak 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/25-Ocak-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/25-Ocak-2016_PBK_Gorusmeler.pdf,2016-01-25,gorusme,2016,20160125_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160125_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160125_gorusme_sbb_001.txt,sbb
26 Ocak 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/26-Ocak-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/26-Ocak-2016_PBK_Gorusmeler.pdf,2016-01-26,gorusme,2016,20160126_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160126_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160126_gorusme_sbb_001.txt,sbb
27 Ocak 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/27-Ocak-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/27-Ocak-2016_PBK_Gorusmeler.pdf,2016-01-27,gorusme,2016,20160127_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160127_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160127_gorusme_sbb_001.txt,sbb
28 Ocak 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/28-Ocak-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/28-Ocak-2016_PBK_Gorusmeler.pdf,2016-01-28,gorusme,2016,20160128_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160128_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160128_gorusme_sbb_001.txt,sbb
29 Ocak 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/29-Ocak-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/29-Ocak-2016_PBK_Gorusmeler.pdf,2016-01-29,gorusme,2016,20160129_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160129_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160129_gorusme_sbb_001.txt,sbb
8 Şubat 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/08-Subat-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/08-Subat-2016_PBK_Gorusmeler.pdf,2016-02-08,gorusme,2016,20160208_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160208_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160208_gorusme_sbb_001.txt,sbb
9 Şubat 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/09-Subat-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/09-Subat-2016_PBK_Gorusmeler.pdf,2016-02-09,gorusme,2016,20160209_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160209_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160209_gorusme_sbb_001.txt,sbb
10 Şubat 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/10-Subat-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/10-Subat-2016_PBK_Gorusmeler.pdf,2016-02-10,gorusme,2016,20160210_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160210_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160210_gorusme_sbb_001.txt,sbb
11 Şubat 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/11-Subat-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/11-Subat-2016_PBK_Gorusmeler.pdf,2016-02-11,gorusme,2016,20160211_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160211_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160211_gorusme_sbb_001.txt,sbb
12 Şubat 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/12-Subat-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/12-Subat-2016_PBK_Gorusmeler.pdf,2016-02-12,gorusme,2016,20160212_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160212_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160212_gorusme_sbb_001.txt,sbb
13 Şubat 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/13-Subat-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/13-Subat-2016_PBK_Gorusmeler.pdf,2016-02-13,gorusme,2016,20160213_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160213_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160213_gorusme_sbb_001.txt,sbb
14 Şubat 2016 Tarihli Görüşme,/wp-content/uploads/2020/02/14-Subat-2016_PBK_Gorusmeler.pdf,https://www.sbb.gov.tr/wp-content/uploads/2020/02/14-Subat-2016_PBK_Gorusmeler.pdf,2016-02-14,gorusme,2016,20160214_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20160214_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20160214_gorusme_sbb_001.txt,sbb
