link_metni,pdf_url_ham,pdf_url,gorusme_tarihi,tip,butce_yili,dosya_adi,yerel_pdf_yol,yerel_txt_yol,kaynak
11 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/11-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/11-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-11,gorusme,2023,20221111_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221111_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221111_gorusme_sbb_001.txt,sbb
15 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/15-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/15-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-15,gorusme,2023,20221115_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221115_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221115_gorusme_sbb_001.txt,sbb
16 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/16-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/16-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-16,gorusme,2023,20221116_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221116_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221116_gorusme_sbb_001.txt,sbb
17 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/17-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/17-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-17,gorusme,2023,20221117_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221117_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221117_gorusme_sbb_001.txt,sbb
18 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/18-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/18-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-18,gorusme,2023,20221118_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221118_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221118_gorusme_sbb_001.txt,sbb
21 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/21-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/21-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-21,gorusme,2023,20221121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221121_gorusme_sbb_001.txt,sbb
22 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/22-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/22-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-22,gorusme,2023,20221122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221122_gorusme_sbb_001.txt,sbb
23 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/23-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/23-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-23,gorusme,2023,20221123_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221123_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221123_gorusme_sbb_001.txt,sbb
24 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/24-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/24-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-24,gorusme,2023,20221124_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221124_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221124_gorusme_sbb_001.txt,sbb
25 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/25-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/25-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-25,gorusme,2023,20221125_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221125_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221125_gorusme_sbb_001.txt,sbb
20 Ekim 2021 Tarihli Görüşme (Bütçe Sunumu),https://www.sbb.gov.tr/wp-content/uploads/2025/02/20-Ekim-2021-Tarihli-Gorusme-Butce-Sunumu.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/20-Ekim-2021-Tarihli-Gorusme-Butce-Sunumu.pdf,2021-10-20,sunum,2022,20211020_sunum_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211020_sunum_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211020_sunum_sbb_001.txt,sbb
26 Ekim 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/26-Ekim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/26-Ekim-2021-Tarihli-Gorusme.pdf,2021-10-26,gorusme,2022,20211026_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211026_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211026_gorusme_sbb_001.txt,sbb
27 Ekim 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/27-Ekim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/27-Ekim-2021-Tarihli-Gorusme.pdf,2021-10-27,gorusme,2022,20211027_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211027_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211027_gorusme_sbb_001.txt,sbb
1 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/1-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/1-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-01,gorusme,2022,20211101_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211101_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211101_gorusme_sbb_001.txt,sbb
2 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/2-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/2-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-02,gorusme,2022,20211102_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211102_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211102_gorusme_sbb_001.txt,sbb
3 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/3-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/3-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-03,gorusme,2022,20211103_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211103_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211103_gorusme_sbb_001.txt,sbb
4 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/4-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/4-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-04,gorusme,2022,20211104_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211104_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211104_gorusme_sbb_001.txt,sbb
5 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/5-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/5-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-05,gorusme,2022,20211105_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211105_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211105_gorusme_sbb_001.txt,sbb
9 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/9-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/9-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-09,gorusme,2022,20211109_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211109_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211109_gorusme_sbb_001.txt,sbb
10 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/10-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/10-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-10,gorusme,2022,20211110_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211110_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211110_gorusme_sbb_001.txt,sbb
11 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/11-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/11-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-11,gorusme,2022,20211111_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211111_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211111_gorusme_sbb_001.txt,sbb
12 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/12-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/12-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-12,gorusme,2022,20211112_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211112_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211112_gorusme_sbb_001.txt,sbb
16 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/16-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/16-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-16,gorusme,2022,20211116_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211116_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211116_gorusme_sbb_001.txt,sbb
17 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/17-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/17-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-17,gorusme,2022,20211117_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211117_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211117_gorusme_sbb_001.txt,sbb
18 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/18-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/18-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-18,gorusme,2022,20211118_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211118_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211118_gorusme_sbb_001.txt,sbb
19 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/19-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/19-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-19,gorusme,2022,20211119_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211119_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211119_gorusme_sbb_001.txt,sbb
22 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/22-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/22-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-22,gorusme,2022,20211122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211122_gorusme_sbb_001.txt,sbb
23 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/23-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/23-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-23,gorusme,2022,20211123_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211123_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211123_gorusme_sbb_001.txt,sbb
24 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/24-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/24-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-24,gorusme,2022,20211124_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211124_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211124_gorusme_sbb_001.txt,sbb
25 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/25-Kasim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/25-Kasim-2021-Tarihli-Gorusme.pdf,2021-11-25,gorusme,2022,20211125_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211125_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211125_gorusme_sbb_001.txt,sbb
26 Kasım 2021 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/26-Ekim-2021-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/26-Ekim-2021-Tarihli-Gorusme.pdf,2021-11-26,gorusme,2022,20211126_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20211126_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20211126_gorusme_sbb_001.txt,sbb
